candidate_id,structure_type,timeframe_policy,swing_degree,guided_quality_score,guided_quality_bucket,ready_for_phase251_search,phase251_reason,suggested_next_search_mode,chart_path
partial_123_forex_audjpy_h1_intermediate_partial123_009,partial_123,auxiliary_h1_h4,intermediate,100,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\013_partial_123_forex_audjpy_h1_intermediate_partial123_009.png
partial_123_metals_xagusd_h1_intermediate_partial123_003,partial_123,auxiliary_h1_h4,intermediate,100,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\014_partial_123_metals_xagusd_h1_intermediate_partial123_003.png
partial_123_index_aus200_h1_intermediate_partial123_001,partial_123,auxiliary_h1_h4,intermediate,11,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\015_partial_123_index_aus200_h1_intermediate_partial123_001.png
partial_123_forex_audjpy_h1_intermediate_partial123_011,partial_123,auxiliary_h1_h4,intermediate,88,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\016_partial_123_forex_audjpy_h1_intermediate_partial123_011.png
partial_123_forex_audjpy_h1_minor_partial123_007,partial_123,auxiliary_h1_h4,minor,32,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\017_partial_123_forex_audjpy_h1_minor_partial123_007.png
partial_123_metals_xagusd_h1_minor_partial123_002,partial_123,auxiliary_h1_h4,minor,49,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\018_partial_123_metals_xagusd_h1_minor_partial123_002.png
partial_123_index_aus200_h1_minor_partial123_001,partial_123,auxiliary_h1_h4,minor,40,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\019_partial_123_index_aus200_h1_minor_partial123_001.png
partial_123_forex_audjpy_h1_minor_partial123_013,partial_123,auxiliary_h1_h4,minor,88,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\020_partial_123_forex_audjpy_h1_minor_partial123_013.png
partial_123_forex_audjpy_h1_major_partial123_007,partial_123,auxiliary_h1_h4,major,78,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\021_partial_123_forex_audjpy_h1_major_partial123_007.png
partial_123_metals_xagusd_h1_major_partial123_006,partial_123,auxiliary_h1_h4,major,62,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\022_partial_123_metals_xagusd_h1_major_partial123_006.png
partial_123_index_aus200_h1_major_partial123_002,partial_123,auxiliary_h1_h4,major,94,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\023_partial_123_index_aus200_h1_major_partial123_002.png
partial_123_forex_eurusd_h1_major_partial123_002,partial_123,auxiliary_h1_h4,major,75,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\024_partial_123_forex_eurusd_h1_major_partial123_002.png
abc_forex_audjpy_h1_abc_009,abc_correction,auxiliary_h1_h4,intermediate,16,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\025_abc_forex_audjpy_h1_abc_009.png
abc_metals_xagusd_h1_abc_003,abc_correction,auxiliary_h1_h4,intermediate,24,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\026_abc_metals_xagusd_h1_abc_003.png
abc_index_aus200_h1_abc_004,abc_correction,auxiliary_h1_h4,intermediate,29,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\027_abc_index_aus200_h1_abc_004.png
abc_forex_audjpy_h1_abc_011,abc_correction,auxiliary_h1_h4,intermediate,16,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\028_abc_forex_audjpy_h1_abc_011.png
abc_forex_audjpy_h1_abc_007,abc_correction,auxiliary_h1_h4,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\029_abc_forex_audjpy_h1_abc_007.png
abc_metals_xagusd_h1_abc_002,abc_correction,auxiliary_h1_h4,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\030_abc_metals_xagusd_h1_abc_002.png
abc_index_aus200_h1_abc_006,abc_correction,auxiliary_h1_h4,minor,11,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\031_abc_index_aus200_h1_abc_006.png
abc_forex_audjpy_h1_abc_013,abc_correction,auxiliary_h1_h4,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\032_abc_forex_audjpy_h1_abc_013.png
abc_metals_xagusd_h1_abc_006,abc_correction,auxiliary_h1_h4,major,21,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\033_abc_metals_xagusd_h1_abc_006.png
abc_index_aus200_h1_abc_002,abc_correction,auxiliary_h1_h4,major,24,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\034_abc_index_aus200_h1_abc_002.png
abc_forex_eurusd_h1_abc_002,abc_correction,auxiliary_h1_h4,major,28,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\035_abc_forex_eurusd_h1_abc_002.png
abc_forex_gbpusd_h1_abc_003,abc_correction,auxiliary_h1_h4,major,24,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\036_abc_forex_gbpusd_h1_abc_003.png
near_miss_forex_audjpy_h1_intermediate_impulse_011,ambiguous,auxiliary_h1_h4,intermediate,90,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\037_near_miss_forex_audjpy_h1_intermediate_impulse_011.png
near_miss_metals_xagusd_h1_intermediate_impulse_003,ambiguous,auxiliary_h1_h4,intermediate,75,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\038_near_miss_metals_xagusd_h1_intermediate_impulse_003.png
near_miss_index_aus200_h1_intermediate_impulse_008,ambiguous,auxiliary_h1_h4,intermediate,77,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\039_near_miss_index_aus200_h1_intermediate_impulse_008.png
near_miss_forex_audjpy_h1_minor_impulse_007,ambiguous,auxiliary_h1_h4,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\040_near_miss_forex_audjpy_h1_minor_impulse_007.png
near_miss_metals_xagusd_h1_minor_impulse_002,ambiguous,auxiliary_h1_h4,minor,3,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\041_near_miss_metals_xagusd_h1_minor_impulse_002.png
near_miss_index_aus200_h1_minor_impulse_012,ambiguous,auxiliary_h1_h4,minor,59,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\042_near_miss_index_aus200_h1_minor_impulse_012.png
near_miss_forex_audjpy_h1_major_impulse_007,ambiguous,auxiliary_h1_h4,major,71,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\043_near_miss_forex_audjpy_h1_major_impulse_007.png
near_miss_metals_xagusd_h1_major_impulse_006,ambiguous,auxiliary_h1_h4,major,68,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\auxiliary_h1_h4_m30_h1\044_near_miss_metals_xagusd_h1_major_impulse_006.png
near_miss_index_aus200_h1_major_impulse_006,invalid_or_negative,auxiliary_h1_h4,major,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\045_near_miss_index_aus200_h1_major_impulse_006.png
hard_invalid_forex_audjpy_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\046_hard_invalid_forex_audjpy_h1_intermediate_impulse_001.png
hard_invalid_metals_xagusd_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\047_hard_invalid_metals_xagusd_h1_intermediate_impulse_001.png
hard_invalid_index_aus200_h1_intermediate_impulse_001,invalid_or_negative,auxiliary_h1_h4,intermediate,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\048_hard_invalid_index_aus200_h1_intermediate_impulse_001.png
hard_invalid_forex_audjpy_h1_minor_impulse_001,invalid_or_negative,auxiliary_h1_h4,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\049_hard_invalid_forex_audjpy_h1_minor_impulse_001.png
hard_invalid_metals_xagusd_h1_minor_impulse_001,ambiguous,auxiliary_h1_h4,minor,34,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\050_hard_invalid_metals_xagusd_h1_minor_impulse_001.png
hard_invalid_index_aus200_h1_minor_impulse_001,invalid_or_negative,auxiliary_h1_h4,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\051_hard_invalid_index_aus200_h1_minor_impulse_001.png
hard_invalid_forex_audjpy_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\052_hard_invalid_forex_audjpy_h1_major_impulse_001.png
hard_invalid_metals_xagusd_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\053_hard_invalid_metals_xagusd_h1_major_impulse_001.png
hard_invalid_index_aus200_h1_major_impulse_001,invalid_or_negative,auxiliary_h1_h4,major,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,C:\Users\ralr1\Desktop\CD\TFG\TFG-Raul_Rodriguez\artifacts\wavecount\phase2_4_2_context_quality_audit_2026-05-23\charts\misleading_context_examples\054_hard_invalid_index_aus200_h1_major_impulse_001.png
abc_forex_audjpy_h4_intermediate_abc_002,abc_correction,primary_h4_d1,intermediate,98,high_quality_context,manual_review,ABC is usable only as contextual correction.,search_h4_correction_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h4_025_abc_forex_audjpy_h4_intermediate_abc_002.png
abc_metals_xagusd_h4_intermediate_abc_003,invalid_or_negative,primary_h4_d1,intermediate,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_026_abc_metals_xagusd_h4_intermediate_abc_003.png
abc_index_aus200_h4_intermediate_abc_006,abc_correction,primary_h4_d1,intermediate,67,usable_but_provisional,manual_review,Useful as context but requires review or remains experimental.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_027_abc_index_aus200_h4_intermediate_abc_006.png
abc_forex_audjpy_h4_intermediate_abc_005,invalid_or_negative,primary_h4_d1,intermediate,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_028_abc_forex_audjpy_h4_intermediate_abc_005.png
abc_forex_audjpy_h4_minor_abc_002,abc_correction,primary_h4_d1,minor,61,usable_but_provisional,manual_review,Useful as context but requires review or remains experimental.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_029_abc_forex_audjpy_h4_minor_abc_002.png
abc_metals_xagusd_h4_minor_abc_003,invalid_or_negative,primary_h4_d1,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_030_abc_metals_xagusd_h4_minor_abc_003.png
abc_index_aus200_h4_minor_abc_005,invalid_or_negative,primary_h4_d1,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_031_abc_index_aus200_h4_minor_abc_005.png
abc_forex_audjpy_h4_minor_abc_005,invalid_or_negative,primary_h4_d1,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_032_abc_forex_audjpy_h4_minor_abc_005.png
abc_forex_audjpy_h4_major_abc_003,abc_correction,primary_h4_d1,major,76,high_quality_context,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_033_abc_forex_audjpy_h4_major_abc_003.png
abc_metals_xagusd_h4_major_abc_003,invalid_or_negative,primary_h4_d1,major,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_034_abc_metals_xagusd_h4_major_abc_003.png
abc_index_aus200_h4_major_abc_006,abc_correction,primary_h4_d1,major,62,usable_but_provisional,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h4_035_abc_index_aus200_h4_major_abc_006.png
abc_forex_audjpy_h4_major_abc_005,invalid_or_negative,primary_h4_d1,major,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_036_abc_forex_audjpy_h4_major_abc_005.png
abc_forex_audjpy_h1_intermediate_abc_009,invalid_or_negative,auxiliary_h1_h4,intermediate,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_025_abc_forex_audjpy_h1_intermediate_abc_009.png
abc_metals_xagusd_h1_intermediate_abc_003,abc_correction,auxiliary_h1_h4,intermediate,86,high_quality_context,manual_review,ABC is usable only as contextual correction.,search_h4_correction_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_026_abc_metals_xagusd_h1_intermediate_abc_003.png
abc_index_aus200_h1_intermediate_abc_004,abc_correction,auxiliary_h1_h4,intermediate,67,usable_but_provisional,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_027_abc_index_aus200_h1_intermediate_abc_004.png
abc_forex_audjpy_h1_intermediate_abc_011,invalid_or_negative,auxiliary_h1_h4,intermediate,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_028_abc_forex_audjpy_h1_intermediate_abc_011.png
abc_forex_audjpy_h1_minor_abc_007,abc_correction,auxiliary_h1_h4,minor,34,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_029_abc_forex_audjpy_h1_minor_abc_007.png
abc_metals_xagusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,39,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_030_abc_metals_xagusd_h1_minor_abc_002.png
abc_index_aus200_h1_minor_abc_006,abc_correction,auxiliary_h1_h4,minor,44,ambiguous_context,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_031_abc_index_aus200_h1_minor_abc_006.png
abc_forex_audjpy_h1_minor_abc_013,invalid_or_negative,auxiliary_h1_h4,minor,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_032_abc_forex_audjpy_h1_minor_abc_013.png
abc_forex_audjpy_h1_major_abc_007,invalid_or_negative,auxiliary_h1_h4,major,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h1_033_abc_forex_audjpy_h1_major_abc_007.png
abc_metals_xagusd_h1_major_abc_006,abc_correction,auxiliary_h1_h4,major,81,high_quality_context,manual_review,ABC is usable only as contextual correction.,search_h4_correction_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_034_abc_metals_xagusd_h1_major_abc_006.png
abc_index_aus200_h1_major_abc_002,abc_correction,auxiliary_h1_h4,major,81,high_quality_context,manual_review,ABC is usable only as contextual correction.,search_h4_correction_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\usable_contextual_correction_h1_035_abc_index_aus200_h1_major_abc_002.png
abc_forex_eurusd_h1_major_abc_002,abc_correction,auxiliary_h1_h4,major,67,usable_but_provisional,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_036_abc_forex_eurusd_h1_major_abc_002.png
abc_metals_xagusd_h4_intermediate_abc_003,invalid_or_negative,primary_h4_d1,intermediate,0,exclude,no,Excluded by previous audit or guided score.,do_not_search,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\exclude_not_correction_h4_metals_xagusd_h4_intermediate_abc_003.png
abc_forex_gbpusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,34,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_forex_gbpusd_h1_minor_abc_002.png
abc_forex_gbpusd_h1_intermediate_abc_002,abc_correction,auxiliary_h1_h4,intermediate,57,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_forex_gbpusd_h1_intermediate_abc_002.png
abc_forex_gbpusd_h1_major_abc_003,abc_correction,auxiliary_h1_h4,major,67,usable_but_provisional,manual_review,Major can guide higher-degree context but should not dominate automatically.,search_higher_degree_major_context,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\manual_contextual_review_only_h1_forex_gbpusd_h1_major_abc_003.png
abc_metals_xagusd_h1_minor_abc_002,abc_correction,auxiliary_h1_h4,minor,39,experimental_only,manual_review,Auxiliary timeframe/substructure only.,search_auxiliary_substructure,artifacts\wavecount\phase2_4_4_contextual_corrections_2026-05-24\charts\reviewed\experimental_unknown_parent_h1_metals_xagusd_h1_minor_abc_002.png
